lang,iso_code,wals_code,script,variety,name,family,genus,d_gen,d_geo,d_syn,d_inv,d_pho,d_fea,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,ttr_flores,rttr_flores,cttr_flores,mattr_flores,ttr_ud,ttr_sd,msp_ud,msp_sd,ws_ud,ws_sd,wh_ud,wh_sd,lh_ud,lh_sd,is_ud,is_sd,mfh_ud,mfh_sd,-ia_ud,-ia_sd,h_dep_avg,h_codep_avg,train_frac_estimate
gom_Deva,gom,,Deva,goan1235,Goan Konkani,Eastern Sudanic,Eastern Nilotic,0.9,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.4357761107905366,57.36707408165535,40.564647099969534,0.7844202958826091,,,,,,,,,,,,,,,,,,,0.0
gug_Latn,gug,gua,Latn,para1311,Paraguayan Guaraní,Tupian,Maweti-Guarani,1.0,0.5,0.71,0.522,0.4638,0.6,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,,1.0,3.0,0.3730949925518506,49.29091794131705,34.853942327214945,0.6552701857859135,,,,,,,,,,,,,,,,,,,0.0
guj_Gujr,guj,guj,Gujr,guja1252,Gujarati,Indo-European,Indic,0.9,0.3,0.68,0.4753,0.5687,0.6,,,,,,,,,,,,,0.3366774207804835,50.643939336368014,35.810672930745966,0.6668228488792645,,,,,,,,,,,,,,,,,,,0.0163961510511009
hat_Latn,hat,hcr,Latn,hait1244,Haitian Creole,other,Creoles and Pidgins,0.9,0.4,0.65,0.5983,0.5687,0.8,,,,,,,,,,,,,0.1934686025740851,28.586909194121272,20.21399734432721,0.5250773413330904,,,,,,,,,,,,,,,,,,,0.00357963422104
hau_Latn,hau,hau,Latn,haus1257,Hausa,Afro-Asiatic,West Chadic,1.0,0.2,0.45,0.5337,0.427,0.5,2.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0,0.189664490915894,29.41512208980797,20.799632299133425,0.5653918655005684,,,,,,,,,,,,,,,,,,,0.0036786154301055
heb_Hebr,heb,heb,Hebr,hebr1245,Hebrew,Afro-Asiatic,Semitic,1.0,0.2,0.52,0.5549,0.5687,0.6,6.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,0.4109269430807369,58.94044771465983,41.67719026520712,0.6845379097339904,0.265816,0.002916649448,1.404472533,0.004894390514,0.188939859,0.008729938803,9.489467886,0.0268604452,8.799549238,0.02686774285,12.0,0.0,3.582896654,0.4987717643,-0.4390258522,0.0,0.3585033523111254,0.6188741742433425,0.0
hin_Deva,hin,hin,Deva,hind1269,Hindi,Indo-European,Indic,0.9,0.4,0.59,0.4684,0.3433,0.5,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,0.1940029667302394,32.64442213072864,23.08309225655442,0.5288203487327059,0.2209145,0.002932237158,1.197362476,0.004518716303,0.2165604927,0.00535206021,9.677578621,0.02597274565,9.024242814,0.03088907657,10.48,0.4995998399,3.386435367,0.3419674023,-0.6769703836,0.0,0.1624120983654735,0.4975648564156359,0.0368332622130518
hne_Deva,hne,,Deva,chha1249,Chhattisgarhi,Eastern Sudanic,Eastern Nilotic,0.9,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2446123821783,37.96065783692856,26.842238574794443,0.5650091587516978,,,,,,,,,,,,,,,,,,,0.000416526091545
hrv_Latn,hrv,,Latn,croa1245,Croatian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.79,0.5093,0.5687,0.6,,,,,,,,,,,,,0.3687464123283437,55.49235343138727,39.23901941533452,0.6283555174282113,,,,,,,,,,,,,,,,,0.436273591925776,0.734685908968786,0.0
hun_Latn,hun,hun,Latn,hung1274,Hungarian,Uralic,Ugric,1.0,0.1,0.6,0.4581,0.3433,0.5,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,0.3828096621867054,56.81081113569945,40.171309798761314,0.6165448548199659,0.348783,0.004860597803,1.391733545,0.004667974766,0.5965972903,0.007500796436,10.77446023,0.02264205279,10.17339126,0.02637111889,8.0,0.0,3.72509046,0.6553107254,-0.3979728231,0.0,0.4268370635128947,0.7945119563162655,0.0
hye_Armn,hye,arm,Armn,nucl1235,Armenian,Indo-European,Armenian,0.9,0.2,0.66,0.5064,0.5032,0.6,,,,2.0,,,,,2.0,2.0,3.0,3.0,0.3791647753064003,56.277556522421634,39.79424184561356,0.6614212995216339,,,,,,,,,,,,,,,,,,,0.0038406527454455
ibo_Latn,ibo,igb,Latn,nucl1417,Igbo,Niger-Congo,Igboid,1.0,0.3,0.61,0.4772,0.427,0.5,,,,,,,,,,1.0,1.0,1.0,0.2003914546287427,31.052917410019788,21.9577284762508,0.529269881772564,,,,,,,,,,,,,,,,,,,0.0047853501292869
ilo_Latn,ilo,ilo,Latn,ilok1237,Ilocano,Austronesian,Northern Luzon,1.0,0.5,0.7,0.5032,0.5687,0.6,,,,,,,,,,1.0,,,0.2433936022253129,38.05511704410606,26.909031320735163,0.4782244957614472,,,,,,,,,,,,,,,,,,,0.0008069180557143
ind_Latn,ind,ind,Latn,indo1316,Indonesian,Austronesian,Malayo-Sumbawan,1.0,0.6,0.52,0.4546,0.2736,0.5,2.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,0.2384247171453437,36.1431739784892,25.55708341379488,0.5783562119122757,0.302711,0.003485122523,1.038599384,0.001842578583,0.3359898069,0.005788804623,10.75660006,0.02742603645,10.68784507,0.02990780641,6.7,0.4582575695,2.711112641,0.3036415377,-0.8030036024,0.0,0.3237585665377339,0.4990354825170898,0.0040779026946507
isl_Latn,isl,ice,Latn,icel1247,Icelandic,Indo-European,Germanic,0.7,0.1,0.47,0.4694,0.5687,0.5,,,,,2.0,2.0,2.0,2.0,2.0,,,,0.3182034941691594,48.32818688096658,34.17318866598221,0.5919202410492679,,,,,,,,,,,,,,,,,,,0.0
ita_Latn,ita,ita,Latn,ital1282,Italian,Indo-European,Romance,0.9,0.1,0.51,0.5064,0.5687,0.5,,,,,,,,,2.0,3.0,,,0.2507390780685426,41.5039451899562,29.34772108981282,0.5739762081784234,0.2437408333333333,0.0030536672763333,1.304717124666667,0.0044521739226666,0.5009519405333334,0.0085614510436666,9.430709779666666,0.0259568482333333,8.619637586000001,0.0266694245966666,6.0,0.0,3.492087011333333,0.3069961418,-0.5456943969666667,0.0,0.4682571438046256,0.643149735768213,0.0
jav_Latn,jav,jav,Latn,java1254,java1254,Austronesian,Javanese,1.0,0.6,0.82,0.4438,0.529,0.6,,,,,,,,,,,,,0.2699478001491424,36.987774347152246,26.15430606186918,0.6151306155950625,,,,,,,,,,,,,,,,,,,0.0046022035475362
jpn_Jpan,jpn,jpn,Jpan,nucl1643,Japanese,Japanese,Japanese,1.0,0.5,0.66,0.5472,0.5032,0.6,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1617769331274498,29.687720216923807,20.992388283355787,0.4387167616119596,0.2827255,0.00323656836,1.043163617,0.002361720004,0.3218547644,0.008011033919,9.533716339,0.02308107841,9.313048038,0.02684178501,0.0,0.0,1.342381297,1.342407073,-0.9159938381,0.0,0.0,0.4688421344479345,0.0
kab_Latn,kab,kbl,Latn,kaby1243,Kabyle,Afro-Asiatic,Berber,1.0,0.1,0.69,0.6656,0.5687,0.7,,,,,,,,,,,,,0.3115251299826689,44.89854247208757,31.748063847405334,0.5737519853993129,,,,,,,,,,,,,,,,,,,0.0014078910259779
kac_Latn,kac,jng,Latn,kach1280,Jingpho,Sino-Tibetan,Brahmaputran,1.0,0.4,0.75,0.4928,0.4054,0.6,,,,,,,,,1.0,,,,0.085017087355357,15.527667556326437,10.97971902508877,0.4117917769865274,,,,,,,,,,,,,,,,,,,0.0001955523739544
kam_Latn,kam,kba,Latn,kamb1297,Kamba,Niger-Congo,Bantu,1.0,0.4,0.81,0.5233,0.5687,0.7,,,,,,,,,6.0,,,,0.3275677255895537,46.92800676715952,33.183111812626684,0.6373951560549362,,,,,,,,,,,,,,,,,,,0.0008891090046767
kan_Knda,kan,knd,Knda,nucl1305,Kannada,Dravidian,Dravidian,1.0,0.4,0.64,0.4738,0.3498,0.5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,0.4436020899498002,61.98059453542915,43.82689869797582,0.6855636860642492,,,,,,,,,,,,,,,,,,,0.0183927868584548
kas_Arab,kas,kas,Arab,kash1277,Kashmiri (Arabic script),Indo-European,Indic,0.9,0.3,0.65,0.4579,0.4121,0.5,,,,,,,,,,,,,0.4321410625371157,63.93789527034116,45.21091932045352,0.7292963724756825,,,,,,,,,,,,,,,,,,,0.0004320379359924
kas_Deva,kas,kas,Deva,kash1277,Kashmiri (Devanagari script),Indo-European,Indic,0.9,0.3,0.65,0.4579,0.4121,0.5,,,,,,,,,,,,,0.3629346977712254,55.11590895871316,38.972832975966455,0.6536502238177514,,,,,,,,,,,,,,,,,,,0.0006527932051512
kat_Geor,kat,geo,Geor,nucl1302,Georgian,Kartvelian,Kartvelian,1.0,0.2,0.61,0.5667,0.4816,0.6,1.0,1.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,0.5013835085777532,63.93966788264542,45.21217274663429,0.8074119512814155,,,,,,,,,,,,,,,,,,,0.0026404078945849
kaz_Cyrl,kaz,kaz,Cyrl,kaza1248,Kazakh,Altaic,Turkic,1.0,0.2,0.9,0.5983,0.805,0.9,,,,,,,,,,,,,0.4583358994888218,58.40321706888938,41.2973108325216,0.7931772779260553,,,,,,,,,,,,,,,,,0.0701853281089131,0.5300342362888815,0.0087261751565499
kbp_Latn,kbp,kby,Latn,kabi1261,Kabiyè,Niger-Congo,Grusi,1.0,0.2,0.73,0.4496,0.5687,0.6,,,,,,,,,,,,,0.2433733930739919,37.60965515058654,26.594042195067303,0.554409802412108,,,,,,,,,,,,,,,,,,,0.0002977329955283
kea_Latn,kea,,Latn,kabu1256,Kabuverdianu,Eastern Sudanic,Eastern Nilotic,0.9,0.2,0.57,0.5555,0.5687,0.7,,,,,,,,,,,,,0.2403383875739645,35.34853995566212,24.995192307692307,0.5456422656508816,,,,,,,,,,,,,,,,,,,0.0002785181037071
khk_Cyrl,khk,kha,Cyrl,halh1238,Halh Mongolian,Altaic,Mongolic,1.0,0.3,0.69,0.5109,0.2804,0.6,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,0.3635584137191854,49.66266483658477,35.1168070777438,0.7473752546665748,,,,,,,,,,,,,,,,,,,0.0031078213477478
khm_Khmr,khm,khm,Khmr,cent1989,Khmer (Central),Austro-Asiatic,Khmer,1.0,0.5,0.64,0.5101,0.5207,0.6,,,,,,,,,1.0,1.0,1.0,1.0,0.1601017659383418,29.2640452775106,20.692804860677903,0.5101053143325927,,,,,,,,,,,,,,,,,,,0.0021057249061706
kik_Latn,kik,kik,Latn,kiku1240,Kikuyu,Niger-Congo,Bantu,1.0,0.3,0.75,0.5207,0.5687,0.6,,,,,,,,,6.0,1.0,,,0.2748686514886164,41.54064749189081,29.373673536395938,0.5848390850901918,,,,,,,,,,,,,,,,,,,0.0009931174451827
kin_Latn,kin,kin,Latn,kiny1244,Kinyarwanda,Niger-Congo,Bantu,1.0,0.3,0.77,0.5182,0.5687,0.6,,,,,,,,,,,,,0.3599481865284974,50.00560020451181,35.35929900191371,0.694782086059246,,,,,,,,,,,,,,,,,,,0.0055800859468688
kir_Cyrl,kir,kgz,Cyrl,kirg1245,Kyrgyz,Altaic,Turkic,1.0,0.3,0.77,0.5503,0.3277,0.6,,,,,,,,,2.0,,,,0.388380716934487,55.23341861156519,39.055924848353,0.6875097840413793,,,,,,,,,,,,,,,,,,,0.0061157125668648
kmb_Latn,kmb,,Latn,kimb1241,Kimbundu,Eastern Sudanic,Eastern Nilotic,1.0,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.277214427929805,40.739204459779806,28.806967733655544,0.5961896862261694,,,,,,,,,,,,,,,,,,,0.0006919658593371
kmr_Latn,kmr,kji,Latn,nort2641,Northern Kurdish,Indo-European,Iranian,0.9,0.2,0.74,0.4991,0.3277,0.6,,,,,,,,,,,,,0.2951773835920177,43.43021392018457,30.709798771344897,0.6253097545983262,,,,,,,,,,,,,,,,,0.2562413953378974,0.0,0.0004367066786041
knc_Arab,knc,knr,Arab,cent2050,Central Kanuri (Arabic script),Saharan,Western Saharan,1.0,0.2,0.73,0.484,0.3277,0.6,,,,,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,0.5669509103480065,74.69134459778043,52.81475626103175,0.7522874770125235,,,,,,,,,,,,,,,,,,,0.0023929650832001
knc_Latn,knc,knr,Latn,cent2050,Central Kanuri (Latin script),Saharan,Western Saharan,1.0,0.2,0.73,0.484,0.3277,0.6,,,,,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,0.3806918017972789,53.72881845926603,37.992011877687965,0.6507710607620873,,,,,,,,,,,,,,,,,,,0.0002230136029052
kor_Hang,kor,kor,Hang,kore1280,Korean,Korean,Korean,1.0,0.4,0.62,0.4866,0.4638,0.5,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5933598937583001,72.81664652141137,51.48914453855381,0.8616644461231846,0.5807387500000001,0.005538113876,0.995823606,0.00067443091565,0.222727112,0.0030324731495,12.760775425,0.02299842258,12.77096616,0.0219841214,0.0,0.0,1.218765428,1.2187962495,-0.8032718347,0.0,0.0844287151009395,0.232509952140781,0.0
ktu_Latn,ktu,ktb,Latn,kitu1246,Kituba (DRC),other,Creoles and Pidgins,1.0,0.3,0.57,0.5274,0.5687,0.7,,,,,,,,,,,,,0.1477100864776825,23.71977485967126,16.77241365149174,0.4207565643783744,,,,,,,,,,,,,,,,,,,0.0
lao_Laoo,lao,lao,Laoo,laoo1244,Lao,Tai-Kadai,Kam-Tai,1.0,0.5,0.59,0.522,0.5687,0.6,,,,,,,,,1.0,,,,0.7758438818565401,58.51323825112494,41.37510755655453,0.8242597803044868,,,,,,,,,,,,,,,,,,,0.0014295106739919
lij_Latn,lij,itg,Latn,geno1240,Ligurian (Genoese),Indo-European,Romance,0.9,0.1,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.213596784996651,36.90962333468929,26.099044951000028,0.5071627669357371,,,,,,,,,,,,,,,,,,,0.0002416158179893
lim_Latn,lim,,Latn,limb1263,Limburgish,Eastern Sudanic,Eastern Nilotic,0.6,0.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.3082054703135423,44.64832563476476,31.57113382496733,0.5869299555815731,,,,,,,,,,,,,,,,,,,0.0008172814097836
lin_Latn,lin,lin,Latn,ling1263,Lingala,Niger-Congo,Bantu,1.0,0.3,0.67,0.5119,0.5687,0.6,,,,,,,,,,,,,0.1568102756221568,23.48073527570002,16.603387140693663,0.4540631300460847,,,,,,,,,,,,,,,,,,,0.001741857650797
lit_Latn,lit,lit,Latn,lith1251,Lithuanian,Indo-European,Baltic,0.9,0.1,0.68,0.4694,0.3498,0.5,,,,,,,,,2.0,,,,0.3938486025935115,57.56255982510865,40.70287639479065,0.6584609337551718,,,,,,,,,,,,,,,,,0.4591375573468307,0.9625510362507196,0.0
lmo_Latn,lmo,,Latn,lomb1257,Lombard,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2795558716611348,44.47311313594461,31.447239878902955,0.521235116288455,,,,,,,,,,,,,,,,,,,0.0016327475823895
ltg_Latn,ltg,,Latn,east2282,Latgalian,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.4431455897980871,57.673657739252526,40.78143448325746,0.7304124338463347,,,,,,,,,,,,,,,,,,,7.180224903995096e-05
ltz_Latn,ltz,lux,Latn,luxe1241,Luxembourgish,Indo-European,Germanic,0.6,0.0,0.72,0.5983,0.5687,0.8,,,,,,,,,,,,,0.2533162173727,40.61520906669105,28.719289750366585,0.5495745794985831,,,,,,,,,,,,,,,,,,,0.003066716573709
lua_Latn,lua,cil,Latn,luba1249,Luba-Kasai,Niger-Congo,Bantu,1.0,0.3,0.57,0.5983,0.3433,0.8,,,,,,,,,,,,,0.2601686278143241,38.22442954192049,27.028753336079376,0.5645921183667754,,,,,,,,,,,,,,,,,,,0.0014980887117032
lug_Latn,lug,lda,Latn,gand1255,Ganda,Niger-Congo,Bantu,1.0,0.3,0.78,0.4928,0.5687,0.6,,,,,,,,,6.0,,,,0.4856547619047619,62.94805161703541,44.51099416088655,0.7688655910680371,,,,,,,,,,,,,,,,,,,0.0026269703985187
luo_Latn,luo,luo,Latn,luok1236,Luo,Eastern Sudanic,Western Nilotic,1.0,0.3,0.63,0.3969,0.4054,0.5,,,,,,,,,4.0,2.0,,,0.2200707979698895,33.6981500608658,23.82819042148008,0.5803155830573445,,,,,,,,,,,,,,,,,,,0.0021409594712226
lus_Latn,lus,miz,Latn,lush1249,Mizo,Sino-Tibetan,Kuki-Chin,1.0,0.4,0.76,0.4332,0.5687,0.6,,,,,,,,,1.0,,,,0.1779913322027511,28.99401769319997,20.501866524704443,0.5018135658319143,,,,,,,,,,,,,,,,,,,0.0013351374868971
lvs_Latn,lvs,,Latn,stan1325,Standard Latvian,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.3666946642500331,55.15190150805342,38.99828355167715,0.6329281258475732,,,,,,,,,,,,,,,,,,,0.0
mag_Deva,mag,mgh,Deva,maga1260,Magahi,Indo-European,Indic,0.9,0.4,0.89,0.5983,0.5687,0.9,,,,,,,,,,,,,0.226657645466847,34.85520018164148,24.646348408053274,0.5526573934079323,,,,,,,,,,,,,,,,,,,0.0012589498582364
mai_Deva,mai,mai,Deva,mait1250,Maithili,Indo-European,Indic,0.9,0.4,0.63,0.4882,0.5687,0.6,,,,,2.0,2.0,2.0,2.0,2.0,,,,0.2415696420871065,36.786860901305104,26.01223880187912,0.5775669648759385,,,,,,,,,,,,,,,,,,,0.0022492172625263
mal_Mlym,mal,mym,Mlym,mala1464,Malayalam,Dravidian,Dravidian,1.0,0.4,0.77,0.5076,0.5687,0.6,,,,,,,,,,2.0,,,0.5272394233041834,68.58977601759047,48.50029574210465,0.7549677929984806,,,,,,,,,,,,,,,,,,,0.0187709187234896
mar_Deva,mar,mhi,Deva,mara1378,Marathi,Indo-European,Indic,0.9,0.4,0.7,0.4513,0.5687,0.6,,,,,,,,,2.0,,,,0.356672953949487,52.5859811353784,37.183903856173934,0.6780246727563958,,,,,,,,,,,,,,,,,0.2251422318931376,0.494141805495958,0.013705689655231
mhr_Cyrl,mhr,mme,Cyrl,gras1239,Meadow Mari,Uralic,Mari,1.0,0.2,0.8,0.5249,0.4054,0.6,,,,,,,,,2.0,3.0,,,0.3939687055476529,52.22872119066241,36.93128292661892,0.7506791988756094,,,,,,,,,,,,,,,,,,,0.0
min_Arab,min,min,Arab,mina1268,Minangkabau (Jawi script),Austronesian,Malayo-Sumbawan,1.0,0.5,0.65,0.4776,0.5687,0.6,,,,,,,,,1.0,1.0,,,0.3342406656052591,46.63944952247,32.979071028146215,0.6369507695551317,,,,,,,,,,,,,,,,,,,0.0
min_Latn,min,min,Latn,mina1268,Minangkabau (Latin script),Austronesian,Malayo-Sumbawan,1.0,0.5,0.65,0.4776,0.5687,0.6,,,,,,,,,1.0,1.0,,,0.2664754953076121,36.90469152448243,26.095557634559235,0.6054199453990594,,,,,,,,,,,,,,,,,,,0.0005183936280125
mkd_Cyrl,mkd,mcd,Cyrl,mace1250,Macedonian,Indo-European,Slavic,0.9,0.1,0.57,0.5064,0.5687,0.6,,,,,,,,,,,,,0.3083073642775135,48.14730596827432,34.045286546030304,0.5750112604127561,,,,,,,,,,,,,,,,,,,0.0
mlt_Latn,mlt,mlt,Latn,malt1254,Maltese,Afro-Asiatic,Semitic,1.0,0.1,0.86,0.5207,0.5687,0.7,,,,,,,,,,,,,0.3995223102811855,54.22623169342975,38.34373614861706,0.7145761312280183,,,,,,,,,,,,,,,,,,,0.0027886718357189
mni_Beng,mni,mei,Beng,mani1292,"Meitei (Manipuri, Bengali script)",Sino-Tibetan,Manipuri,1.0,0.4,0.69,0.492,0.4576,0.6,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,0.4079489857621901,55.02171774255338,38.90622972829167,0.732026452633954,,,,,,,,,,,,,,,,,,,9.322733572110016e-05
mni_Mtei,mni,mei,Mtei,mani1292,"Meitei (Manipuri, Meitei script)",Sino-Tibetan,Manipuri,1.0,0.4,0.69,0.492,0.4576,0.6,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,0.3899730287164842,53.62519103700568,37.91873622469078,0.7338587724062857,,,,,,,,,,,,,,,,,,,0.0
mos_Latn,mos,moo,Latn,moss1236,Mossi,Niger-Congo,Oti-Volta,1.0,0.2,0.68,0.4776,0.9139,0.6,,,,,,,,,2.0,1.0,,,0.2575701089432915,40.01963189997362,28.298153097060823,0.5378881651298626,,,,,,,,,,,,,,,,,,,0.0004135929016664
mri_Latn,mri,mao,Latn,maor1246,Maori,Austronesian,Oceanic,1.0,0.9,0.53,0.6198,0.6373,0.6,7.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1271267040050724,21.419623590397343,15.145961091233303,0.4092829688060423,,,,,,,,,,,,,,,,,,,0.0016933239889773
mya_Mymr,mya,brm,Mymr,nucl1310,Burmese,Sino-Tibetan,Burmese-Lolo,1.0,0.4,0.73,0.3323,0.2566,0.5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.8339107195882411,83.81943576838806,59.269291427057446,0.9341578508954624,,,,,,,,,,,,,,,,,,,0.0026348369125403
nld_Latn,nld,dut,Latn,dutc1256,Dutch,Indo-European,Germanic,0.6,0.0,0.49,0.4861,0.5687,0.5,,,,,,,,,2.0,,,,0.2447910512426641,39.00482513065734,27.580576348883262,0.5363406990759486,0.2776345,0.002905767031,1.1522877355,0.0034340843605,0.4168981726,0.007091420108,9.8278255895,0.02616147395,9.491823557,0.025018012065,3.0,0.0,3.4666062695,0.23341611655,-0.5990001978499999,0.0,0.5224655205904492,0.65365583488978,0.0
nno_Latn,nno,,Latn,norw1262,Norwegian Nynorsk,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2591160670682077,40.61763162745064,28.72100275950753,0.5438924105844892,,,,,,,,,,,,,,,,,,,5.480995148898899e-05
nob_Latn,nob,,Latn,norw1259,Norwegian Bokmål,Eastern Sudanic,Eastern Nilotic,1.0,0.1,0.52,0.4769,0.4477,0.5,,,,,,,,,,,,,0.2704305981913216,41.98734415998737,29.689535779540456,0.5553789130342945,,,,,,,,,,,,,,,,,,,0.0001409544888479
npi_Deva,npi,nep,Deva,nepa1254,Nepali,Indo-European,Indic,0.9,1.0,0.88,0.5983,0.5687,0.9,,,,,2.0,2.0,2.0,2.0,2.0,,,,0.3452831975752983,50.17429415070531,35.478583635212246,0.67387563661057,,,,,,,,,,,,,,,,,,,0.0082764886659896
nqo_Nkoo,nqo,,Nkoo,nkoa1234,Nko,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2167617376042123,35.84638866772734,25.34722450799861,0.5299085999478437,,,,,,,,,,,,,,,,,,,0.0
nso_Latn,nso,stn,Latn,pedi1238,Northern Sotho,Niger-Congo,Bantu,1.0,0.5,0.73,0.5983,0.5687,0.8,,,,,,,,,,,,,0.1777654662973222,29.250387848522827,20.68314760002708,0.4532130493678394,,,,,,,,,,,,,,,,,,,0.001851045944895
nus_Latn,nus,nue,Latn,nuer1246,Nuer,Eastern Sudanic,Western Nilotic,1.0,0.3,0.71,0.4849,0.5687,0.6,,,,,,,,,2.0,,,,0.1701285116557083,27.83460511809168,19.68203803065241,0.4859212760287658,,,,,,,,,,,,,,,,,,,0.0004939368855486
