lang,iso_code,wals_code,script,variety,name,family,genus,d_gen,d_geo,d_syn,d_inv,d_pho,d_fea,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,ttr_flores,rttr_flores,cttr_flores,mattr_flores,ttr_ud,ttr_sd,msp_ud,msp_sd,ws_ud,ws_sd,wh_ud,wh_sd,lh_ud,lh_sd,is_ud,is_sd,mfh_ud,mfh_sd,-ia_ud,-ia_sd,h_dep_avg,h_codep_avg,train_frac_estimate
nya_Latn,nya,cic,Latn,nyan1308,Nyanja,Niger-Congo,Bantu,1.0,0.4,0.69,0.5983,0.5687,0.8,,,,,,,,,,,,,0.3529566914596191,48.596637975855,34.36301225559476,0.6785802362119547,,,,,,,,,,,,,,,,,,,0.0037173772626579
oci_Latn,oci,occ,Latn,occi1239,Occitan,Indo-European,Romance,0.9,0.1,0.68,0.5983,0.5687,0.8,,,,,,,,,,,,,0.2583724045545881,39.93337552612999,28.23716063019544,0.5522757706614383,,,,,,,,,,,,,,,,,,,0.0097656341207747
ory_Orya,ory,oya,Orya,oriy1255,Odia,Indo-European,Indic,0.9,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,2.0,,,,0.3631878150809825,49.59342581157723,35.067847693638214,0.7440587424918534,,,,,,,,,,,,,,,,,,,0.007842104506314
pag_Latn,pag,pnn,Latn,pang1290,Pangasinan,Austronesian,Northern Luzon,1.0,0.5,0.72,0.5158,0.5687,0.6,,,,,,,,,,1.0,,,0.2658691877291144,38.28147022728984,27.06908719150757,0.5236888251865778,,,,,,,,,,,,,,,,,,,0.0009071410292379
pan_Guru,pan,pan,Guru,panj1256,Eastern Panjabi,Indo-European,Indic,0.9,0.3,0.65,0.4336,0.5687,0.6,,,,,,,,,2.0,1.0,,,0.2388065843621399,37.22626235674887,26.32294255068664,0.6023570438216765,,,,,,,,,,,,,,,,,,,0.0061080329557168
pap_Latn,pap,pap,Latn,papi1253,Papiamento,other,Creoles and Pidgins,0.9,0.4,1.0,0.5983,1.0,1.0,,,,,,,,,,,,,0.1943580170089193,30.175607859441488,21.33737694383716,0.4835510463441573,,,,,,,,,,,,,,,,,,,0.0028615440809174
pbt_Arab,pbt,,Arab,sout2649,Southern Pashto,Eastern Sudanic,Eastern Nilotic,0.9,0.3,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2616639723297868,42.67530020298998,30.175994162705862,0.5795366283524874,,,,,,,,,,,,,,,,,,,0.0030421569890785
pes_Arab,pes,prs,Arab,west2369,Western Persian,Indo-European,Iranian,0.9,0.3,0.72,0.4807,0.3433,0.6,1.0,1.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,0.2238668255737957,36.10507617103463,25.53014419579541,0.5659122765757395,0.210736,0.002778867395,1.311090238,0.004401099533,0.1994997201,0.006480280061,9.746808365,0.02362500419,9.154790257,0.0284485492,6.0,0.0,2.883288676,0.02123794786,-0.6910323497,0.0,,,0.0
plt_Latn,plt,mal,Latn,plat1254,Plateau Malagasy,Austronesian,Barito,1.0,0.5,0.68,0.5093,0.2736,0.6,1.0,1.0,1.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,0.2435938427807975,36.04283512086685,25.486133127153607,0.5637397401140565,,,,,,,,,,,,,,,,,,,0.0023072113096052
pol_Latn,pol,pol,Latn,poli1260,Polish,Indo-European,Slavic,0.9,0.1,0.59,0.5472,0.2804,0.5,,,,,,,,,2.0,,,,0.3831338981570443,57.97614758270637,40.995327102803735,0.6492616634671395,0.41142625,0.0035591261015,1.470589479,0.0035602757635,0.4674302978,0.005334552055,11.22041198,0.024075656755,10.303765575,0.022719405495,10.0,0.0,3.9787162085,0.826411,-0.2875060689499999,0.0,0.5495061104256599,0.8375117626189994,0.0
por_Latn,por,por,Latn,braz1246,Portuguese (Brazilian),Indo-European,Romance,0.9,0.1,0.47,0.4235,0.5687,0.5,,,,,,,,,2.0,3.0,,,0.2495812395309882,40.45064407849594,28.602924731267947,0.5495533392836585,0.286788,0.003077638055,1.269971018,0.00444164928,0.4226377998,0.008080790616,9.307546317,0.02991613103,8.717849644,0.02465421328,7.0,0.0,3.346369016,0.2441854357,-0.512995031,0.0,0.467103519419221,0.5343837013373006,0.0251887680822745
prs_Arab,prs,dri,Arab,dari1249,Dari,Indo-European,Iranian,0.9,0.3,1.0,0.5983,0.5687,1.0,,,,,,,,,,1.0,,,0.2346034655842171,35.51047208240362,25.109695612603183,0.5987049794752735,,,,,,,,,,,,,,,,,,,0.0012518626836118
quy_Latn,quy,qay,Latn,ayac1239,Ayacucho Quechua,Quechuan,Quechuan,1.0,0.5,0.92,0.6526,0.5687,0.8,,,,,,,,,,1.0,,,0.5238445588923818,64.05271723545484,45.29211071061457,0.805168557985066,,,,,,,,,,,,,,,,,,,0.0010604931047976
ron_Latn,ron,rom,Latn,roma1327,Romanian,Indo-European,Romance,0.9,0.1,0.53,0.4997,0.3498,0.5,,,,,,,,,2.0,,,,0.2775185185185185,45.600945815402326,32.244738014591306,0.5711460699596136,0.2758895,0.0036367798639999,1.7756726315,0.0050230030015,0.42018721275,0.0073562020545,9.999405354,0.02502473342,8.8749691385,0.028757345135,8.05,0.15,3.883758134,0.6702779786999999,-0.3030110949,0.0,0.4653150268693714,0.580213481410375,0.0
run_Latn,run,rnd,Latn,rund1242,Rundi,Niger-Congo,Bantu,1.0,0.3,0.95,0.5119,0.5687,0.7,,,,,,,,,,1.0,,,0.3516313823163138,49.82134008405293,35.22900742123498,0.6842439722108671,,,,,,,,,,,,,,,,,,,0.0020182915595327
rus_Cyrl,rus,rus,Cyrl,russ1263,Russian,Indo-European,Slavic,0.9,0.2,0.49,0.5594,0.2804,0.5,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.3682232060813633,56.97592285179152,40.28806141286336,0.6431805656272717,0.4625082499999999,0.00463147432,1.4782379529999998,0.004069824834,0.4873502554,0.006231377053,11.579303565,0.02760559511,10.79271158,0.02492292857,11.5,0.0,3.5974929235,0.58373414245,-0.2865155575,0.0,0.514019762702046,0.787732531566447,0.0203632438640874
sag_Latn,sag,san,Latn,sang1328,Sango,Niger-Congo,Ubangi,1.0,0.3,0.62,0.4466,0.5096,0.5,1.0,5.0,6.0,1.0,4.0,2.0,5.0,2.0,6.0,,1.0,3.0,0.1081697701727898,18.6745639584188,13.204910810699827,0.34058547737664,,,,,,,,,,,,,,,,,,,0.0008622312773801
san_Deva,san,,Deva,sans1269,Sanskrit,Eastern Sudanic,Eastern Nilotic,0.9,0.4,0.86,0.5552,0.5687,0.7,,,,,,,,,,,,,0.4290350387911363,60.25002459096431,42.60320095492711,0.6513828945999229,,,,,,,,,,,,,,,,,0.5456985376171136,0.4913251121432864,0.0015578409222043
sat_Olck,sat,stl,Olck,sant1410,Santali,Austro-Asiatic,Munda,1.0,0.4,0.72,0.4774,0.5687,0.6,,,,,,,,,2.0,1.0,,,0.2741046233991752,41.601641700086695,29.416802954624355,0.5964929889953875,,,,,,,,,,,,,,,,,,,0.0
scn_Latn,scn,,Latn,sici1248,Sicilian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.63,0.5983,0.5687,0.8,,,,,,,,,,,,,0.3076958803585528,45.149587012235365,31.9255791441237,0.5948889311525273,,,,,,,,,,,,,,,,,,,0.0005333312703632
shn_Mymr,shn,sha,Mymr,shan1277,Shan,Tai-Kadai,Kam-Tai,1.0,0.4,0.77,0.5983,0.5207,0.8,,,,,,,,,,,,,0.7912360034453058,76.25479256623515,53.920280921558415,0.8875756058709792,,,,,,,,,,,,,,,,,,,0.0001672328505389
sin_Sinh,sin,snh,Sinh,sinh1246,Sinhala,Indo-European,Indic,0.9,0.4,0.78,0.4991,0.4121,0.6,,,,,,,,,,,,,0.3058094957239752,47.11550837527211,33.31569547120648,0.6655583957311464,,,,,,,,,,,,,,,,,,,0.0079569115566546
slk_Latn,slk,svk,Latn,slov1269,Slovak,Indo-European,Slavic,0.9,0.1,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.378764074365017,57.334923052307154,40.5419128890953,0.6450450144992206,0.411039,0.004109322207,1.489446916,0.003475563111,0.4011295319,0.005610317843,11.2812817,0.02421293818,10.38410295,0.02786511911,10.0,0.0,3.981664793,0.7219756686,-0.3040405675,0.0,0.5619823132844476,0.8026812915924111,0.0
slv_Latn,slv,slo,Latn,slov1268,Slovenian,Indo-European,Slavic,0.9,0.1,0.56,0.4546,0.5687,0.5,,,,,,,,,2.0,,,,0.3565314158534498,54.49685031319917,38.53509240977136,0.6140565055762053,0.397861,0.004112527082,1.489263086,0.004066053056,0.4468196569,0.006160322378,10.91581693,0.02351622518,9.921261355,0.0265127176,8.0,0.0,3.938216931,0.625168676,-0.2840205475,0.0,0.4572784824948805,0.8285233504238815,0.0
smo_Latn,smo,sam,Latn,samo1305,Samoan,Austronesian,Oceanic,1.0,0.8,0.67,0.5983,0.5687,0.8,,,,,,,,,1.0,1.0,,,0.1218254098629957,21.253908341102537,15.02878271471093,0.3882875275569498,,,,,,,,,,,,,,,,,,,0.001921769080563
sna_Latn,sna,shn,Latn,shon1251,Shona,Niger-Congo,Bantu,1.0,0.4,0.75,0.5348,0.5687,0.6,,,,,,,,,6.0,,,,0.492082751926227,63.17660327109734,44.67260458532515,0.8105628128128303,,,,,,,,,,,,,,,,,,,0.0051588271098744
snd_Arab,snd,sdh,Arab,sind1272,Sindhi (Arabic script),Indo-European,Indic,0.9,0.3,0.57,0.494,0.4054,0.6,,,,,,,,,,,,,0.2329422726695184,35.79360976043561,25.309904184749016,0.6002715472481707,,,,,,,,,,,,,,,,,,,0.0038113077178725
snd_Deva,snd,sdh,Deva,sind1272,Sindhi (Devanagari script),Indo-European,Indic,0.9,0.3,0.57,0.494,0.4054,0.6,,,,,,,,,,,,,0.262266644639022,40.80922926811764,28.85648275048252,0.6121082950280401,,,,,,,,,,,,,,,,,,,0.0
som_Latn,som,som,Latn,soma1255,Somali,Afro-Asiatic,Lowland East Cushitic,1.0,0.3,0.62,0.4645,0.4816,0.5,,,,,,,,,2.0,1.0,,,0.334800953953403,49.43730336355172,34.95745245194394,0.6512554799343057,,,,,,,,,,,,,,,,,,,0.0046133626519866
sot_Latn,sot,ses,Latn,sout2807,Southern Sotho,Niger-Congo,Bantu,1.0,0.5,0.65,0.5983,0.5687,0.8,,,,,,,,,,1.0,,,0.1792270355096529,29.66789462344616,20.97836947176669,0.4597019552449538,,,,,,,,,,,,,,,,,,,0.0033609808342466
spa_Latn,spa,spa,Latn,amer1254,Spanish (Latin American),Indo-European,Romance,0.9,0.1,0.4,0.5481,0.3433,0.5,1.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,0.2372070447926778,40.28610927443232,28.48658105557336,0.5269650379255748,0.2972225,0.003451705614,1.2502803465,0.004702104137,0.4133810398,0.0073448451435,9.5649960345,0.026362508095,8.9274300275,0.0261070634699999,6.0,0.0,3.5235709505,0.3725195807,-0.5145175115,0.0,0.4523871617282403,0.59241725775197,0.000208862411378
srd_Latn,srd,,Latn,sard1257,Sardinian,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2416046319272125,37.56932604823749,26.565525213317127,0.5150915079599722,,,,,,,,,,,,,,,,,,,0.0002483598207034
srp_Cyrl,srp,,Cyrl,serb1264,Serbian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.62,0.5983,0.8632,0.8,,,,,,,,,,,,,0.3580004272591326,54.769385426570864,38.72780383654793,0.6216795599406176,,,,,,,,,,,,,,,,,0.3409187567596479,0.6042900134004721,0.0
ssw_Latn,ssw,swt,Latn,swat1243,Swati,Niger-Congo,Bantu,1.0,0.5,0.71,0.5983,0.5687,0.8,,,,,,,,,,1.0,,,0.5736288756445457,70.09782413720968,49.56664679384303,0.8463520853540085,,,,,,,,,,,,,,,,,,,0.000795811648757
sun_Latn,sun,sun,Latn,sund1252,Sundanese,Austronesian,Malayo-Sumbawan,1.0,0.6,0.6,0.529,0.5687,0.6,,,,,,,,,1.0,1.0,,,0.2924195445311665,39.994185934776574,28.28016008251616,0.6533982534190175,,,,,,,,,,,,,,,,,,,0.003512278254606
swe_Latn,swe,swe,Latn,swed1254,Swedish,Indo-European,Germanic,0.7,0.1,0.42,0.5242,0.5687,0.5,,,,,,,,,2.0,,,,0.2906232550148189,44.34362348106281,31.355676865842533,0.5668353963655589,0.2585032499999999,0.0032860091565,1.3221704255,0.004129456089,0.463262613,0.0064330230239999,9.938116847,0.0239522141399999,9.3483403925,0.02731400946,7.94,1.1008490176,3.6604572365,0.3725949657,-0.45202537865,0.0,0.4248037827590363,0.4855419940061995,0.0
swh_Latn,swh,swa,Latn,swah1253,Swahili,Niger-Congo,Bantu,1.0,0.4,0.71,0.484,0.2736,0.6,1.0,5.0,1.0,3.0,1.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,0.2630923314564751,37.27100092686255,26.354577496994605,0.6021819110883853,,,,,,,,,,,,,,,,,,,0.0092687779035118
szl_Latn,szl,,Latn,sile1253,Silesian,Eastern Sudanic,Eastern Nilotic,0.9,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.4259871093538428,57.88254153946571,40.92913763486823,0.7031991761300344,,,,,,,,,,,,,,,,,,,0.0003323388375478
tam_Taml,tam,tml,Taml,tami1289,Tamil,Dravidian,Dravidian,1.0,0.4,0.71,0.5014,0.5687,0.6,,,,,,,,,2.0,1.0,,,0.4196640316205534,59.70449132674175,42.2174506844325,0.6852193911149491,,,,,,,,,,,,,,,,,0.1587796773751695,0.8344068484238656,0.0156680967085095
taq_Latn,taq,tsk,Latn,tama1365,Tamasheq (Latin script),Afro-Asiatic,Berber,1.0,0.2,0.7,0.4997,0.5687,0.6,,,,,,,,,4.0,,,,0.3665861235761132,52.20346006410711,36.91342061273126,0.5852790697674445,,,,,,,,,,,,,,,,,,,8.519324731813641e-05
taq_Tfng,taq,tsk,Tfng,tama1365,Tamasheq (Tifinagh script),Afro-Asiatic,Berber,1.0,0.2,0.7,0.4997,0.5687,0.6,,,,,,,,,4.0,,,,0.2268484492135822,37.42105659913204,26.460682880411863,0.4739594953767763,,,,,,,,,,,,,,,,,,,1.1292580453825333e-06
tat_Cyrl,tat,tvo,Cyrl,tata1255,Tatar,Altaic,Turkic,1.0,0.2,0.75,0.5983,0.805,0.8,,,,,,,,,2.0,,,,0.3632537242847009,52.82188804114056,37.35071522896708,0.6746989247312033,,,,,,,,,,,,,,,,,,,0.0031496358056737
tel_Telu,tel,tel,Telu,telu1262,Telugu,Dravidian,Dravidian,1.0,0.4,0.74,0.4519,0.3498,0.5,,,,,,,,,2.0,,,,0.3821439003018206,54.77070035492783,38.72873363130592,0.6631997206007216,,,,,,,,,,,,,,,,,0.0950312321375986,0.6932028762667986,0.0218149214012385
tgk_Cyrl,tgk,taj,Cyrl,taji1245,Tajik,Indo-European,Iranian,0.9,0.3,0.68,0.5983,0.5687,0.8,,,,,,,,,3.0,,,,0.3211584490186692,46.41822954902795,32.822644884791444,0.6783701633073549,,,,,,,,,,,,,,,,,,,0.0034651418969041
tha_Thai,tha,tha,Thai,thai1261,Thai,Tai-Kadai,Kam-Tai,1.0,0.5,0.56,0.4147,0.39,0.5,7.0,5.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.1797494780793319,30.47270588178589,21.547456970114,0.5316388229878543,,,,,,,,,,,,,,,,,,,0.0
tir_Ethi,tir,tig,Ethi,tigr1271,Tigrinya,Afro-Asiatic,Semitic,1.0,0.3,0.72,0.5229,0.5687,0.6,,,,,,,,,,1.0,,,0.3664111562615441,53.92098408723039,38.12789349633253,0.6585419482913705,,,,,,,,,,,,,,,,,,,0.0016130436432443
tpi_Latn,tpi,tpi,Latn,tokp1240,Tok Pisin,other,Creoles and Pidgins,0.1,0.7,0.74,0.6077,0.5687,0.7,,,,,,,,,,,,,0.1102758574400966,19.035925707675936,13.460432154060983,0.3500296255844776,,,,,,,,,,,,,,,,,,,0.0004058168304012
tsn_Latn,tsn,tsw,Latn,tswa1253,Tswana,Niger-Congo,Bantu,1.0,0.4,1.0,0.5983,0.5687,1.0,,,,,,,,,,2.0,,,0.170281959298622,29.408537387597185,20.79497621154809,0.4408597926895796,,,,,,,,,,,,,,,,,,,0.0030695049822396
tso_Latn,tso,tsn,Latn,tson1249,Tsonga,Niger-Congo,Bantu,1.0,0.5,0.85,0.5983,0.5687,0.9,,,,,,,,,,,,,0.1829220677807277,29.274389618789822,20.70011941454336,0.4793455182574779,,,,,,,,,,,,,,,,,,,0.0020255116631278
tuk_Latn,tuk,tkm,Latn,turk1304,Turkmen,Altaic,Turkic,1.0,0.2,0.82,0.5983,0.805,0.9,,,,,,,,,,1.0,,,0.441394879106517,57.267477260321336,40.494221512219625,0.7721090975878523,,,,,,,,,,,,,,,,,,,0.0004093993482145
tum_Latn,tum,,Latn,tumb1250,Tumbuka,Eastern Sudanic,Eastern Nilotic,1.0,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2779492977344871,42.15034888490061,29.80479752589205,0.5797132189527925,,,,,,,,,,,,,,,,,,,0.0016079449328511
tur_Latn,tur,tur,Latn,nucl1301,Turkish,Altaic,Turkic,1.0,0.1,0.7,0.5183,0.3433,0.6,1.0,1.0,1.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,3.0,0.4235043159043556,60.12866491845203,42.517386707531095,0.6896185970802311,0.3973865,0.004091740797,2.277891192,0.004205815956,0.5703778328,0.006529268287,11.72238627,0.0211867727,10.01303703,0.02646104679,13.0,0.0,3.585127389,0.7244514072,-0.2250154346,0.0,0.244240454004563,0.673054073686215,0.0191871634578307
twi_Latn_akua1239,twi,,Latn,akua1239,Akuapem Twi,Eastern Sudanic,Eastern Nilotic,1.0,0.3,0.75,0.5983,0.5687,0.8,,,,,,,,,,,,,0.1949084160413136,30.68554314160964,21.697955639824528,0.4949651253757209,,,,,,,,,,,,,,,,,,,0.0
twi_Latn_asan1239,twi,,Latn,asan1239,Asante Twi,Eastern Sudanic,Eastern Nilotic,1.0,0.3,0.75,0.5983,0.5687,0.8,,,,,,,,,,,,,0.2025377064879099,32.06370842763873,22.6724656591716,0.4939455278263976,,,,,,,,,,,,,,,,,,,0.0
uig_Arab,uig,uyg,Arab,uigh1240,Uyghur,Altaic,Turkic,1.0,0.3,0.75,0.5983,0.8886,0.8,,,,,,,,,2.0,1.0,,,0.4447636146020347,57.493331645698895,40.65392467968081,0.7735720189994477,0.2161355,0.002125115232,1.888052815,0.003646215992,0.5196785931,0.006364319284,10.61753551,0.01841483038,9.39449711,0.01870926493,12.0,0.0,3.382143065,0.8478510468,-0.3709937482,0.0,0.1282037694821299,0.770323489141614,0.0022058798652826
ukr_Cyrl,ukr,ukr,Cyrl,ukra1253,Ukrainian,Indo-European,Slavic,0.9,0.1,0.51,0.4661,0.5687,0.5,,,,,,,,,2.0,,,,0.3766335258107932,57.16026448861684,40.41841063431757,0.644140410047046,0.4429405,0.004876513586,1.420014293,0.003918646676,0.4403247859,0.005846970769,11.53110833,0.02546923404,10.81092475,0.02691999664,8.89,0.3128897569,3.857030963,0.714238679,-0.3189926453,0.0,0.4850011520867083,0.7906922300933895,0.0
umb_Latn,umb,umb,Latn,umbu1257,Umbundu,Niger-Congo,Bantu,1.0,0.4,0.57,0.5026,0.4638,0.6,,,,,,,,,,,,,0.3819945581450372,49.66810703560838,35.120655293577954,0.7527895410495399,,,,,,,,,,,,,,,,,,,0.0008902154696887
urd_Arab,urd,urd,Arab,urdu1245,Urdu,Indo-European,Indic,0.9,0.3,0.67,0.4923,0.5687,0.6,,,,,,,,,2.0,,,,0.1992595085829687,34.34554251735114,24.28596601754988,0.543612680154765,0.199242,0.002937649741,1.131727884,0.004446304484,0.1614606887,0.006737467388,9.652893288,0.02603714661,9.117100626,0.02516716346,10.21,0.4073082371,3.329645145,0.2545969317,-0.7370094646,0.0,0.2238122858920023,0.509824045675661,0.0114263859533422
uzn_Latn,uzn,uzn,Latn,nort2690,Northern Uzbek,Altaic,Turkic,1.0,0.2,0.73,0.5491,0.805,0.6,,,,,,,,,,,,,0.3942960850401866,54.75607208927225,38.71838988546385,0.7439830725007874,,,,,,,,,,,,,,,,,,,0.0062043617850749
vec_Latn,vec,,Latn,vene1259,Venetian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.2686362833421657,40.424182262234986,28.58421340154732,0.5605165048543861,,,,,,,,,,,,,,,,,,,0.000940893500088
vie_Latn,vie,vie,Latn,viet1252,Vietnamese,Austro-Asiatic,Vietic,1.0,0.5,0.57,0.455,0.427,0.5,2.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.1877388778474239,30.367307552474035,21.47292909673185,0.5590805376972736,0.1668725,0.001948234778,1.0,0.0,0.3713262688,0.007147892076,9.960514286,0.0220758692,9.960263782,0.02412185997,0.0,0.0,1.250803848,1.227632355,-1.0,0.0,0.5083985224359182,0.6535256716143261,0.0
war_Latn,war,wwy,Latn,wara1300,Waray,Austronesian,Greater Central Philippine,1.0,0.6,1.0,0.5983,0.5687,1.0,,,,,,,,,,1.0,,,0.2035141919289438,32.74934795481482,23.15728601828735,0.4549618050086676,,,,,,,,,,,,,,,,,,,0.002457460615118
wol_Latn,wol,wlf,Latn,nucl1347,Wolof,Niger-Congo,Wolof,1.0,0.2,0.49,0.4731,0.3498,0.5,,,,,,,,,1.0,2.0,,,0.2439160239931448,37.26411040925267,26.34970516526678,0.5928237817958892,,,,,,,,,,,,,,,,,,,0.0009039622216317
xho_Latn,xho,xho,Latn,xhos1239,Xhosa,Niger-Congo,Bantu,1.0,0.5,0.76,0.5032,0.5687,0.6,,,,,,,,,6.0,1.0,,,0.5995598826353694,73.42099771029135,51.916485362428986,0.8636128854245572,,,,,,,,,,,,,,,,,,,0.0046370872822186
ydd_Hebr,ydd,ydb,Hebr,east2295,Eastern Yiddish,Indo-European,Germanic,0.6,0.1,0.79,0.5319,0.5687,0.7,,,,,,,,,,,,,0.2690750261613358,39.8912234046305,28.20735457924174,0.5830476722532545,,,,,,,,,,,,,,,,,,,0.0013992803650027
yor_Latn,yor,yor,Latn,yoru1245,Yoruba,Niger-Congo,Defoid,1.0,0.3,0.61,0.5093,0.5348,0.6,4.0,1.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,0.2386065720955288,39.81585193114287,28.15405889923062,0.5936125941636785,,,,,,,,,,,,,,,,,,,0.0034080223729296
yue_Hant,yue,cnt,Hant,xian1255,Yue Chinese (Hong Kong Cantonese),Sino-Tibetan,Chinese,1.0,0.5,0.59,0.5043,0.5348,0.5,,,,,,,,,1.0,,,,0.9661266568483065,35.60278323087927,25.17496945166943,0.9649033760186264,,,,,,,,,,,,,,,,,0.514203800491043,,0.0
zgh_Tfng,zgh,,Tfng,stan1324,Standard Moroccan Tamazight,Eastern Sudanic,Eastern Nilotic,1.0,1.0,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,0.3137533106318577,45.622795428729965,32.26018802434158,0.5905256478566053,,,,,,,,,,,,,,,,,,,0.0
zsm_Latn,zsm,mly,Latn,stan1306,Standard Malay,Austronesian,Malayo-Sumbawan,1.0,0.5,0.79,0.4951,0.5687,0.6,,,,,,,,,,,,,0.228501649599383,34.90844163398747,24.68399580004734,0.5734206654991437,,,,,,,,,,,,,,,,,,,0.0168439542900719
zul_Latn,zul,zul,Latn,zulu1248,Zulu,Niger-Congo,Bantu,1.0,0.5,0.7,0.5582,0.5335,0.6,1.0,5.0,1.0,3.0,1.0,2.0,5.0,2.0,6.0,2.0,1.0,2.0,0.5636654235482152,69.0714423254075,48.840885254631154,0.8375143624715827,,,,,,,,,,,,,,,,,,,0.0048558382231948
